,pc1,pc2,0
115,-1.0007205819281706,0.513332994133927,1.0
116,-1.0007205819281706,0.513332994133927,1.0
117,-0.7342910598141921,1.7585763222362008,1.0
118,0.20054720086282027,-1.0918301529590135,1.0
119,-0.43510422330805887,0.8897159419414341,1.0
120,-3.0616207697560296,-0.1063016795085708,1.0
121,-1.7436464680128854,-0.013386937666585377,1.0
122,-0.5912638912687821,0.20551590814026488,1.0
123,,,1.0
124,0.4926967972966191,0.4972131688658943,1.0
125,-1.692686175279773,-0.8937430173172431,1.0
126,-0.6621177725960267,0.37657722612333727,1.0
127,-0.4524771582079111,0.8081608322145624,1.0
128,-2.218661285986269,-0.12758647038886414,1.0
129,-0.6410718613110726,-0.26810059506406553,1.0
130,-0.4927045164718167,0.43081146719891633,1.0
131,-0.9200174890307636,-0.1010182101289413,1.0
132,-0.24600654875866515,0.20367518490651026,1.0
133,-1.09925165780617,-0.6954293153782277,1.0
134,-2.651220118632843,0.3211500043921736,1.0
135,2.1548249121628644,1.1281148510706418,1.0
136,-0.32710991187378935,0.04299225598084626,1.0
137,0.6314804556525562,-0.02927393759955483,1.0
138,0.24695005966214792,-0.344165516667735,1.0
139,-1.395019726108276,0.4302807249667861,1.0
140,-1.7295607031876712,-0.22241047792978358,1.0
141,-1.7975516335964772,-0.46713705117724846,1.0
142,-1.663371800543538,0.730295477150243,1.0
143,-0.9082010084067174,0.5809547195958098,1.0
144,-2.4197985994586526,-0.3507115735937138,1.0
145,0.9528029281201984,-0.37507647223191776,1.0
146,-1.6224516207174775,0.2824584275917149,1.0
147,-1.3776706470912834,0.7406072565021873,1.0
148,-1.5539780907446024,0.6119921668722625,1.0
149,-1.5975846519016796,1.103809654769645,1.0
150,-2.0513010649272125,-0.7012663637685254,1.0
151,-1.3369210105320226,-1.1409504190914397,1.0
152,-2.766886984225154,-0.15950882298996324,1.0
153,-2.736367546771108,-0.46267992920590145,1.0
154,-0.0972955133083317,0.8689461372770472,1.0
155,-0.9894047466131514,-1.0101244698877574,1.0
156,,,1.0
157,,,1.0
158,,,1.0
159,0.18227484290308335,-0.4741059084299798,1.0
160,0.18227484290308335,-0.4741059084299798,1.0
161,0.33718919663813085,-0.5307211780718789,1.0
162,0.30286203626687747,-0.4970530964671587,5.0
163,0.16671412179668513,-0.4371508156316472,5.0
164,1.2610394467096184,-1.5924966961754166,5.0
165,,,5.0
166,1.0951162053285937,-0.3869846768938992,5.0
167,,,5.0
168,0.8437679382708215,-1.7056094894146683,5.0
169,1.3551407644357176,-2.073704651614127,6.0
170,0.9418162513011485,-1.3724827133473385,6.0
171,,,6.0
172,-1.7974742440885503,-0.17936853776322365,6.0
173,0.313438041632559,-0.53602040912267,6.0
174,0.8080323586888607,-0.7583637827935306,6.0
175,1.249223326707223,-1.5453681920873736,6.0
176,1.1785522409754023,-1.7984867747948663,6.0
177,-0.584155644101046,0.5381865712239527,6.0
178,-0.5711698424459505,0.5336514442909043,2.0
179,-2.135846919003541,-0.30237670625548335,2.0
180,-1.5309107190040436,-0.7841403078125299,2.0
181,-1.4056452217632063,-0.8456634349050336,2.0
182,1.0175344175494918,-0.349848099533022,2.0
183,0.5484305652713118,0.5617281289428476,2.0
184,0.4911977752948329,-0.722878399775749,4.0
185,0.5432690047203403,-0.7405978000602556,4.0
186,0.500615456439981,-0.9206852117550052,4.0
187,0.4088912452890868,-0.39269492997338523,4.0
188,0.1703312873984106,0.11211602507962193,4.0
189,,,4.0
190,,,4.0
191,0.8179997685724252,0.38957356932423987,4.0
192,0.600867439899927,0.4871847484768659,4.0
193,-0.24509383032594395,0.25636195962081326,4.0
194,-1.307974114975776,-0.48401941716087293,3.0
195,-0.46627673874290393,0.066166709858607,3.0
196,-0.20435609035284577,0.4548921993102128,3.0
197,-1.3023124689238252,0.23592635475422533,3.0
198,-1.8997303924894327,-0.27956822530974507,3.0
199,-0.019478659750789554,-0.3204475274485239,3.0
200,0.14277308074632783,0.7225937784390309,
201,-0.4729572525436688,-0.29595843801787936,
203,-0.9903359510817191,0.18452892443847846,
204,-0.44965083912303044,-0.2872420351167446,
205,-0.3381319259811062,-0.2922626564772241,
206,0.23019300765325887,-0.4448459436211343,
207,1.4293592667212662,1.2050829809938373,
208,-1.6733065330119312,0.6244215553170657,
209,-0.9115725761896042,0.5398655873974263,
210,-1.2573160118698405,0.7487001310978795,
212,0.5160678528343496,-0.20119730558120788,
213,0.6408367168082834,-1.7307567697204624,
214,0.9336856528043799,-0.07114432077400178,
215,1.3236286093600016,-0.24644199304769498,
216,1.398171182045412,-2.1037434647405653,
217,0.32850545647605056,-1.0272184726102263,
218,-0.2620576203129459,0.19889367508870448,
219,0.7810148100134172,0.20358018575150813,
220,-0.26373299340347894,-0.3808606290625787,
223,-0.39870979543557644,0.0724411863526572,
224,-0.9493950241824686,0.6365869015625791,
225,-0.9313763622030026,0.9812508968689924,
233,0.3831417451707824,0.6665431618296452,
235,-0.17757742125720763,-0.46083190412440395,
236,-0.9212568298504776,1.6634103804904508,
237,-0.3134700825259984,0.002380853843020132,
238,-0.9760883890102636,-0.4469457265986123,
239,-0.9184049063412012,-0.4728771611085322,
241,-0.7976320175465229,0.1926440315084572,
242,0.16807987183654802,-0.5284681790808612,
243,0.49915021536260884,-0.6772998469012087,
244,-2.413227677797545,0.06100446123633306,
245,2.0296006864813863,0.9639956769584268,
248,-0.6283891873892409,1.2812531367371562,
