,pc1,pc2,0
0,0.1840997161456687,0.06784149987507133,1.0
1,0.11996538862014396,0.06585339915305653,1.0
2,0.5377859435235842,-1.8995359045971771,1.0
3,,,1.0
4,,,1.0
5,-1.327146048309494,0.7513990608688883,1.0
6,1.3295301851229067,-2.459413262320199,1.0
7,0.7540562158236339,-1.945267555920055,1.0
8,-2.4771873943858513,-0.4668603657144702,1.0
9,,,1.0
10,,,1.0
11,1.580187636278696,-2.30997031163405,1.0
12,-1.6357207853942517,-0.06581240296162098,1.0
13,-1.0102567043459894,-0.1321015441704048,1.0
14,0.44064403663490526,-0.35064792018645774,1.0
15,,,1.0
16,-0.1497847509540591,0.00334734498579255,1.0
17,1.378057303888328,-1.519094724614976,1.0
18,1.287109715820949,-0.13973133345636907,1.0
19,-0.3985326166028017,0.2250255271441306,1.0
20,0.08651100361730396,0.8726334082435149,1.0
21,,,1.0
22,-2.0236752435592984,0.44297873016068107,1.0
23,-1.0019224931494455,0.858681500152053,1.0
24,0.21901880971127557,-0.30035374600768094,1.0
25,1.3992920488104776,-1.9224691000121694,1.0
26,0.57921660574443,0.21566324951288285,1.0
27,-0.727179661414444,1.4579832252110672,1.0
28,,,1.0
29,1.2807758826366773,1.012520090638315,1.0
30,,,1.0
31,,,1.0
32,-0.4085724609188792,-0.4225974838842449,1.0
33,0.9952448199401615,1.0480086950184169,1.0
34,-1.8883694661859602,-0.3442463213161326,1.0
35,0.5382530402548205,-0.25679735044167384,1.0
36,0.547392452799978,-0.3537001480917329,1.0
37,0.8299154002714528,-0.6379411600209612,1.0
38,0.7845895246459165,0.33620297396711923,1.0
39,,,1.0
40,1.0330675494553054,-0.2426450291554052,1.0
41,-0.1315706097436717,-1.148478957184795,1.0
42,-2.3753795142774305,-0.6835423042087384,1.0
43,,,1.0
44,0.1881917642563516,-1.0284827100526315,1.0
45,-2.088275403175783,0.21040162605372958,1.0
46,,,1.0
47,0.6153590988709495,-1.8355801344155471,1.0
48,-1.7364985977497358,0.6913929857447204,1.0
49,-1.5695975185633844,0.2503680280381488,1.0
50,,,1.0
51,-0.8899092074253647,0.5698169471098151,1.0
52,-1.3536571739789682,0.7248868057111357,1.0
53,-1.809673104792142,0.9090457705394626,1.0
54,-1.9316114439943088,0.13173630487048918,1.0
55,-1.6379782322705378,0.6259522947830956,1.0
56,-0.5654627923790247,0.06386892778314071,1.0
57,-1.417553999663025,0.571592602312353,1.0
58,-0.6019913344140816,1.6258461915023394,1.0
59,-0.19171190191347431,-0.4160545966416466,1.0
60,-1.3790736692578969,0.953987478683971,1.0
61,-0.13304926980803178,0.5524130061897484,1.0
62,,,1.0
63,,,1.0
64,0.848402713667497,-1.674747003828031,1.0
65,,,1.0
66,,,1.0
67,-0.13719240791917459,-0.41728596804298906,1.0
68,-0.6743248699640959,-0.28139705253524006,1.0
69,-0.11379538110164168,0.8084592499801552,1.0
70,1.9185055927020762,0.7302117501631327,1.0
71,1.9185055927020762,0.7302117501631327,1.0
72,,,1.0
73,,,1.0
74,-1.819780683228652,-1.0645274690408935,1.0
75,-0.6801296042425562,0.3765135043415833,1.0
76,0.9110505290063535,0.09898186811947203,1.0
77,,,1.0
78,1.6213126781818485,0.867383500200546,1.0
79,-0.8555678985697978,0.9605855119372053,1.0
80,-1.2229412042861065,0.5942069823446061,1.0
81,0.08837257561115852,0.252787361910346,1.0
82,-0.871518311962793,-0.008400374278171427,1.0
83,-0.9771899190460687,0.11822087020350731,1.0
84,-2.5208231671243904,0.04684884952254944,1.0
85,1.2537022275850958,0.7685519292835695,1.0
86,,,1.0
87,0.033297258853932976,-0.7127302766257069,1.0
88,,,1.0
89,-0.48926834043869244,1.460279015464497,1.0
90,-1.0250430476383667,0.33820707666773814,1.0
91,-1.0250430476383667,0.33820707666773814,1.0
92,-1.8519643412527005,-0.2648745059112923,1.0
93,-0.8744064090210578,0.03066985521311973,1.0
94,-1.3228659546918644,0.001101106908775378,1.0
95,-0.43019021701317944,0.3128289000679479,1.0
96,,,1.0
97,1.6042927648749883,0.9144223211943346,1.0
98,,,1.0
99,1.0243359994711028,-0.34354694418104703,1.0
100,-1.89648232295909,0.23374052932448552,1.0
101,-1.7184535267719454,-0.18750171099685503,1.0
102,,,1.0
103,-2.3816029506510406,0.2095770242384186,1.0
104,-1.2278989653229408,0.7671811314650924,1.0
105,-2.002548013780423,-0.7695981181537589,1.0
106,-0.21948895416280792,-0.3680877388247739,1.0
107,0.030733009108784928,0.7394029796333185,1.0
108,1.1849865310426577,-0.33133843284844167,1.0
109,-1.2287051379256229,0.20883501272431007,1.0
110,-1.904941164675711,0.3890877917372615,1.0
111,-1.5141577417869567,0.07098588001308044,1.0
112,-1.0278388166311179,-0.22706022971701365,1.0
113,-2.144209000023441,0.35468805686084437,1.0
114,-1.7164651790006293,0.14652658155015674,1.0
