,fft1,fft2,fft3,fft4,velocity1,velocity2,velocity3,velocity4,rolling1,rolling2,dwt1,dwt2,dwt3
0,-0.2116963076963225,-0.21169630769632283,-1.1327475607980644,-1.1327475607980644,-0.14927113524721322,0.14518456422411125,0.5922204875055815,0.4668073221416257,-0.07609544125452192,5.992334865140196,0.9327797385392681,1.0097802803621838,1.0854912174013949
1,0.32279123598134674,0.3227912359813462,-0.6391044519353534,-0.639104451935353,-0.029372707258322556,0.34050715670571613,0.8223615743395883,0.9671015397023062,0.06617669947010145,-0.15421263949874,-0.7124597250540906,-0.6332151180082151,-0.7622057959954892
2,1.0910651341019715,1.0910651341019717,0.1316478502593157,0.1316478502593161,-0.44901720521943994,-1.6127187681103328,-1.4790492940004791,-1.2842224393207562,-0.14603963742205056,-0.18934701032553325,-0.48417290953156666,-0.44454578996568106,-0.42267172943110487
3,-0.0019040207096469146,-0.0019040207096469148,-0.5152778956164119,-0.5152778956164117,-0.6888140611972213,-1.0267509906655181,-0.788626033498459,-0.7839282217600757,-0.18336411878499187,-0.17992071571346677,-0.3031178489447376,-0.2165703519142861,-0.33581417751928544
4,-0.39908086498928,-0.39908086498928014,-0.10973781495917034,-0.10973781495917018,-0.9286109171750027,-1.8080413605919377,-1.709190380834486,-1.5343695481010966,-0.13217625863010093,-0.21526932050871608,-0.9407465405766133,-1.0026925520915102,-0.9517131819849135
5,-0.8907523856942869,-0.8907523856942873,-0.6781625922623495,-0.6781625922623494,-0.14927113524721322,0.535829749187321,0.3620794006715748,0.716954430921966,0.012145069306605426,-0.1587115528363172,-0.8462830307052248,-0.7747171140401153,-0.738517372746811
6,1.5787757818870374,1.5787757818870376,0.46903745499969673,0.469037454999696,-0.8686617031805574,-1.6127187681103328,-1.709190380834486,-1.5343695481010966,-0.18336411878499187,-0.11000903067397369,0.2321753736597992,0.2865478561991376,0.3432539556094844
7,0.7604980676567038,0.7604980676567039,0.8835214381315166,0.8835214381315172,-0.6888140611972213,-1.6127187681103328,-1.4790492940004791,-1.2842224393207562,0.04811039588602225,-0.20254382278242633,0.9406516976952172,0.7582211763054715,0.6117227524278348
8,-1.1391133592324676,-1.1391133592324678,-0.18354411193423822,-0.18354411193423786,-0.6888140611972213,-1.0267509906655181,-1.0187671203324657,-0.7839282217600757,-0.17936506721039103,-0.19582758787132898,-1.6098630688322855,-1.6080066462279725,-1.4965469167045076
9,0.13019146940908616,0.13019146940908588,-0.5425906985359115,-0.5425906985359116,-0.5689156332083306,-0.8314283981839131,-1.2489082071664726,-1.034075330540416,-0.15137170618818505,-0.1940601576315665,-0.6494840518064975,-0.5939090079993535,-0.5095292813429243
10,2.2516400288535574,2.251640028853558,2.591400462703161,2.5914004627031617,0.5701194326861309,1.1217975266321356,1.7429259216756152,1.717542866043327,0.08590535390479895,-0.18699043667251664,1.4287131653640597,1.4893148224702908,1.5671558234578478
11,1.3365816722681756,1.3365816722681758,1.3578867667951564,1.357886766795157,-0.5689156332083306,-1.8080413605919377,-1.9393314676684927,-2.034663765661777,0.07790725075559725,-0.22940876242681582,1.3263776963367215,1.119837388386995,0.8880876903290779
12,-0.93978566633624,-0.9397856663362405,0.23053880228298015,0.2305388022829806,-0.44901720521943994,-0.4407832132207034,-0.32834385983044545,-0.7839282217600757,-0.15777018870754642,-0.20819959954966621,-0.7203316842100398,-0.6961048940223928,-0.8095826424928456
