0.9,240,240
1.0,150,180
1.2,110,130
1.2,140,160
1.3,210,230
1.4,100,140
1.5,120,120
1.5,120,130
1.5,90,130
1.5,270,260
1.6,80,130
1.6,150,160
1.7,190,160
1.7,180,180
1.8,130,180
2.1,140,140
2.0,170,180
2.0,260,250
2.1,60,230
2.3,310,350
0.9,240,240
1.0,150,180
1.2,110,130
1.2,140,160
1.3,210,230
1.4,100,140
1.5,120,120
1.5,120,130
1.5,90,130
1.5,270,260
1.6,80,130
1.6,150,160
1.7,190,160
1.7,180,180
1.8,130,180
2.1,140,140
2.0,170,180
2.0,260,250
2.1,60,230
2.3,310,350
